"Reference Period","Source Agency","Tidal (MW)","Biomass (MW)","Geothermal (MW)","Wind (MW)","Solar (MW)","Nuclear (MW)","Pumped-Storage Hydroelectric (MW)","Hydroelectric (MW)","Other Energy Source (MW)","Petroleum (MW)","Natural Gas (MW)","Coal (MW)","Primary Renewable Energy Source","Primary Energy Source","Total Renewable Capacity (MW)","Total Capacity (MW)","Address","Zip Code / Postal Code","State / Province / Territory","County","City (Site Name)","Longitude","Latitude","Operator Name","Owner Name (Company)","Facility Name","Country"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1","0","0","0","0","0","0","0","Solar","Solar","1","1","13345 Apple Rd","95693","California","Sacramento","Wilton","-121.16469","38.44979","","EDF Renewable Asset Holdings, Inc.","Sacramento Soleil LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","15","0","0","0","0","0","0","0","Solar","Solar","15","15","52500 W Baseline Road","85354","Arizona","Maricopa","Tonopah","-113.180833","33.378333","","SunE AZ2 LLC","Saddle Mountain Solar I","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","34.2","0","0","0","0","0","0","0","0","Wind","Wind","34.2","34.2","9 Highland Drive","4224","Maine","Franklin","Carthage","-70.381111","44.593333","","Saddleback Ridge Wind, LLC","Saddleback Ridge Wind Farm","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","9.6","0","0","0","0","Hydroelectric","Hydroelectric","9.6","9.6","1815 West River Parkway","55454","Minnesota","Hennepin","Minneapolis","-93.247777","44.978889","","SAF Hydroelectric LLC","SAF Hydroelectric LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","417.5","0","0","0","0","Hydroelectric","Hydroelectric","417.5","417.5","1 Power House Rd","17516","Pennsylvania","Lancaster","Conestoga","-76.39","39.9244","","Safe Harbor","Safe Harbor","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","100.7","0","0","0","0","0","0","0","0","Wind","Wind","100.7","100.7","3701 Hayward Rd","98922","Washington","Kittitas","Ellensburg","-120.6872","47.1356","","Sagebrush Power Partners, LLC","Sagebrush Power Partners","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","23.7","0","0","0","0","Hydroelectric","Hydroelectric","23.7","23.7","312 W Portage Avenue","49783","Michigan","Chippewa","Sault Ste Marie","-84.349267","46.50625","","USACE-Detroit District","Saint Marys Falls","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","4.5","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","4.5","4.5","335 W. Hanes Mill Rd.","27105","North Carolina","Forsyth","Winston-Salem","-80.183458","36.191241","","Salem Energy Systems LLC","Salem Energy Systems LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","1.4","0","0","0","0","Hydroelectric","Hydroelectric","1.4","1.4","16880 County Road 220","81201","Colorado","Chaffee","Salida","-106.182003","38.53419","","Public Service Co of Colorado","Salida","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","259.2","0","0","0","0","0","Pumped Storage","Pumped Storage","259.2","259.2","620 S. 4437 RD","74365","Oklahoma","Mayes","Salina","-95.103558","36.264685","","Grand River Dam Authority","Salina","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","1.3","0","0","0","0","Hydroelectric","Hydroelectric","1.3","1.3","1084 Maple Street","5769","Vermont","Addison","Salisbury","-73.1007","43.8954","","Green Mountain Power Corp","Salisbury","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","8.5","0","0","0","0","Hydroelectric","Hydroelectric","8.5","8.5","2750 Channel Vista Dr.","99801","Alaska","Juneau","Juneau","-134.4631","58.3269","","Alaska Electric Light&Power Co","Salmon Creek 1","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","1.2","0","0","0","0","Hydroelectric","Hydroelectric","1.2","1.2","Liberty Street","3908","Maine","York","South Berwick","-70.810888","43.226977","","Consolidated Hydro NH, Inc","Salmon Falls","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","21","0","0","0","0","0","0","0","0","Wind","Wind","21","21","Section 30 Twp 08S Range 13E","83332","Idaho","Twin Falls","Hagerman","-114.989167","42.681944","","Idaho Wind Partners 1 LLC","Salmon Falls Wind Park","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","174","0","0","0","0","0","0","0","0","Wind","Wind","174","174","12124 I-40","79226","Texas","Donley","Clarendon","-100.934408","35.18172","","Southern Power Co","Salt Fork Wind Project, LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","3.2","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","3.2","3.2","6030 W. California Avenue","84104","Utah","Salt Lake","Salt Lake City","-112.0339","40.7461","","LES Project Holdings LLC","Salt Lake Energy Systems","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1.3","0","0","0","0","0","0","0","Solar","Solar","1.3","1.3","100 South West Temple","84101","Utah","Salt Lake","Salt Lake City","-111.895","40.767222","","Wasatch View Solar LLC","Salt Palace Solar Gen Plant","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","42","0","0","0","0","Hydroelectric","Hydroelectric","42","42","Tiger Creek-Salt Springs Road","95666","California","Amador","Pioneer","-120.21811","38.497914","","Pacific Gas & Electric Co","Salt Springs","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","1.2","0","0","0","0","0","0","0","0","Wind","Wind","1.2","1.2","9700 N 70th Street","68517","Nebraska","Lancaster","Lincoln","-96.6231","40.9044","","Lincoln Electric System","Salt Valley Wind Plant","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","20","0","0","0","0","0","0","0","0","0","Geothermal","Geothermal","20","20","6920 Lack Rd.","92233","California","Imperial","Calipatria","-115.6475","33.158","","CalEnergy Operating Corporation","Salton Sea Power Gen Co - Unit 2","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","53.9","0","0","0","0","0","0","0","0","0","Geothermal","Geothermal","53.9","53.9","6922 Crummer Rd.","92233","California","Imperial","Calipatria","-115.638656","33.158153","","CalEnergy Operating Corporation","Salton Sea Power Gen Co - Unit 3","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","47.5","0","0","0","0","0","0","0","0","0","Geothermal","Geothermal","47.5","47.5","6922 Crummer Rd.","92233","California","Imperial","Calipatria","-115.6386","33.157","","CalEnergy Operating Corporation","Salton Sea Power Gen Co - Unit 4","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","10","0","0","0","0","0","0","0","0","0","Geothermal","Geothermal","10","10","6920 Lack Rd.","92233","California","Imperial","Calipatria","-115.6475","33.158","","CalEnergy Operating Corporation","Salton Sea Power Gen Co Unit 1","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","58.3","0","0","0","0","0","0","0","0","0","Geothermal","Geothermal","58.3","58.3","6922 Crummer Rd.","92233","California","Imperial","Calipatria","-115.6384","33.1533","","CalEnergy Operating Corporation","Salton Sea Power LLC - Unit 5","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","1.3","0","0","0","0","0","0","0","0","Wind","Wind","1.3","1.3","1626 116th Ave","56149","Minnesota","Lincoln","Lake Benton","-96.433333","44.287778","","Norgard 1","Salty Dog I LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","1.3","0","0","0","0","0","0","0","0","Wind","Wind","1.3","1.3","1692 180th Street","56149","Minnesota","Lincoln","Lake Benton","-96.325833","44.314722","","Norgard 1","Salty Dog II LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","2.4","0","0","0","0","Hydroelectric","Hydroelectric","2.4","2.4","391 OBA Road","29611","South Carolina","Greenville","Greenville","-82.483959","34.852224","","Northbrook Carolina Hydro LLC","Saluda Dam","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","207.3","0","0","0","0","Hydroelectric","Hydroelectric","207.3","207.3","6065 Bush River Road","29212","South Carolina","Lexington","Columbia","-81.2172","34.0533","","South Carolina Electric&Gas Company","Saluda Lexington","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","6.8","0","0","0","0","0","0","0","Solar","Solar","6.8","6.8","864 Johnston HWY","29138","South Carolina","Saluda","Saluda","-81.7829","33.96839","","Saluda Solar, LLC","Saluda Solar, LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","52","0","0","0","0","Hydroelectric","Hydroelectric","52","52","Route 3 Box 486","75951","Texas","Jasper","Jasper","-94.1062","31.060893","","USACE-Fort Worth District","Sam Rayburn Dam","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","5","0","0","0","0","0","0","0","Solar","Solar","5","5","1605 Samarcand Road","27209","North Carolina","Moore","Biscoe","-79.695","35.311667","","Heelstone Energy Holdings, LLC","Samarcand Solar Farm, LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","9.6","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","9.6","9.6","7434 Roseboro Highway","28382","North Carolina","Sampson","Roseboro","-78.4625","34.9856","","Black Creek Renewable Energy LLC","Sampson County Landfill","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","2","0","0","0","0","0","0","0","Solar","Solar","2","2","8780 Roseboro Highway","28382","North Carolina","Sampson","Roseboro","-78.470536","34.961039","","Sampson Solar, LLC","Sampson Solar","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1.5","0","0","0","0","0","0","0","Solar","Solar","1.5","1.5","15710 San Antonio","91708","California","Riverside","Chino","-117.659059","33.965617","","SS San Antonio West LLC","San Antonio West Solar Rooftop","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","9.9","0","0","0","0","Hydroelectric","Hydroelectric","9.9","9.9","1507 Sycamore Road","91773","California","Los Angeles","San Dimas","-117.7958","34.1275","","Metropolitan Water District of S CA","San Dimas","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","1","0","0","0","0","Hydroelectric","Hydroelectric","1","1","190 E. Foothill Blvd","91773","California","Los Angeles","San Dimas","-117.805091","34.124171","","San Gabriel Valley Mun Wtr Dt","San Dimas Wash Generating Station","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","11.8","0","0","0","0","0","0","0","0","0","Geothermal","Geothermal","11.8","11.8","PO Box 135","89412","Nevada","Washoe","Gerlach","-119.399722","40.380556","","USG Nevada LLC","San Emidio","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","5.6","0","0","0","0","Hydroelectric","Hydroelectric","5.6","5.6","14031 San Fernando Rd.","91342","California","Los Angeles","San Fernando","-118.385531","34.260527","","Los Angeles Department of Water & Power","San Fernando","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","69.3","0","0","0","0","Hydroelectric","Hydroelectric","69.3","69.3","37000 Clearcreek Rd.","91390","California","Los Angeles","Saugus","-118.454676","34.590183","","Los Angeles Department of Water & Power","San Francisquito 1","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","42","0","0","0","0","Hydroelectric","Hydroelectric","42","42","32400 San Francisquito Cyn Rd.","91390","California","Los Angeles","Saugus","-118.525113","34.534337","","Los Angeles Department of Water & Power","San Francisquito 2","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","5","0","0","0","0","Hydroelectric","Hydroelectric","5","5","9700 N San Gabriel Canyon Road","91702","California","Los Angeles","Azusa","-117.855714","34.204311","","Los Angeles County-San Gabriel","San Gabriel Hydro Project","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","31","0","0","0","0","0","0","0","0","Wind","Wind","31","31","79 Dillon Road","92282","California","Riverside","Whitewater","-116.615","33.926111","","San Gorgonio Farms Inc","San Gorgonio Farms Wind Farm","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","43.4","0","0","0","0","0","0","0","0","Wind","Wind","43.4","43.4","19435 Ruppert Street","92258","California","Riverside","N Palm Springs","-116.5781","33.934","","Terra-Gen Operating Co LLC","San Gorgonio Westwinds II LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","49.5","0","0","0","0","0","0","0","0","Wind","Wind","49.5","49.5","62125","92258","California","Riverside","North Palm Springs","-116.5422","33.9228","","FPL Energy Operating Services, Inc.","San Gorgonio Windplant WPP1993","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","30","0","0","0","0","0","0","0","Solar","Solar","30","30","","81082","Colorado","Las Animas","Trinidad","-104.843","37.372","","San Isabel Solar, LLC","San Isabel Solar, LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","2.8","0","0","0","0","Hydroelectric","Hydroelectric","2.8","2.8","County Road 222","93643","California","Madera","North Fork","-119.497508","37.203233","","Pacific Gas & Electric Co","San Joaquin 2","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","4","0","0","0","0","Hydroelectric","Hydroelectric","4","4","County Road 222","93643","California","Madera","North Fork","-119.519352","37.253718","","Pacific Gas & Electric Co","San Joaquin 3","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","120","0","0","0","0","0","0","0","0","Wind","Wind","120","120","4388 S. Roosevelt Road 22","88116","New Mexico","Roosevelt","Elida","-103.8604","33.9716","","NRG Energy Gas & Wind Holdings Inc","San Juan Mesa Wind Project LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","35","0","0","0","0","0","0","0","Solar","Solar","35","35","8200 Country Road 106 North","81146","Colorado","Alamosa","Mosca","-105.927622","37.694535","","Avangrid Renewables LLC","San Luis Valley Solar Ranch","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","95.3","0","0","0","0","0","0","0","0","Wind","Wind","95.3","95.3","31304 - 31664 San Ramon Rd","78566","Texas","Cameron","Los Fresnos","-97.377599","26.125979","","Acciona Wind Energy USA LLC","San Roman Wind I, LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","16.2","0","0","0","0","Hydroelectric","Hydroelectric","16.2","16.2","Forest Service Road","95364","California","Tuolumne","Stanisluas Nat Forest","-120.15","38.1861","","Tri-Dam Power Authority","Sand Bar Power Plant","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","90","0","0","0","0","0","0","0","0","Wind","Wind","90","90","893 N. McDonald Rd","79720","Texas","Glasscock","Big Spring","-101.302637","31.991442","","E ON Climate Renewables N America LLC","Sand Bluff Wind Farm","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","19","0","0","0","0","0","0","0","Solar","Solar","19","19","36th Avenue","93204","California","Kings","Avenal","-120.110277","35.982778","","Avenal Solar Holdings LLC","Sand Drag LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","9.9","0","0","0","0","0","0","0","0","Wind","Wind","9.9","9.9","28821 Madison Road","97826","Oregon","Morrow","Echo","-119.4767","45.6447","","Echo 1","Sand Ranch Windfarm LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","4.8","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","4.8","4.8","3345 County Road 209","35691","Alabama","Dekalb","Collinsville","-85.866103","34.343875","","Energy Developments Inc","Sand Valley Power Station","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","6.1","0","0","0","0","0","0","0","Solar","Solar","6.1","6.1","1501 Encino Drive","87124","New Mexico","Sandoval","Rio Rancho","-106.812778","35.283611","","PNM Resources","Sandoval Solar Energy Center","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","3.8","0","0","0","0","Hydroelectric","Hydroelectric","3.8","3.8","W9304 Sandstone Ln","54114","Wisconsin","Marinette","Town of Stephenson","-88.0678","45.2333","","Wisconsin Public Service Corp","Sandstone Rapids","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","45","0","0","0","0","0","0","0","Solar","Solar","45","45","West Hunt Highway","85132","Arizona","Pinal","Florence","-111.430278","33.035556","","Sustainable Power Group, LLC","Sandstone Solar","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1.2","0","0","0","0","0","0","0","Solar","Solar","1.2","1.2","2999 Lewis Road","27822","North Carolina","Nash","Elm City","-77.954167","35.868333","","O2energies, Inc.","Sandy Cross Solar, LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","50","0","0","0","0","0","0","0","0","Wind","Wind","50","50","150 Big Fill Run","16686","Pennsylvania","Blair","Tyrone","-78.28735","40.729207","","Algonquin Power Co","Sandy Ridge Wind Farm","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","3.6","0","0","0","0","Hydroelectric","Hydroelectric","3.6","3.6","264 W. Center Street","48657","Michigan","Midland","Sanford","-84.3802","43.6773","","Boyce Hydro Power LLC","Sanford Dam","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","3.2","0","0","0","0","Hydroelectric","Hydroelectric","3.2","3.2","San Barnardino National Forest","92346","California","San Bernardino","Highlands","-117.058481","34.14522","","Southern California Edison Co","Santa Ana 1","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","3.1","0","0","0","0","Hydroelectric","Hydroelectric","3.1","3.1","San Bernardino National Forest","92346","California","San Bernardino","Highlands","-117.099091","34.107245","","Southern California Edison Co","Santa Ana 3","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","1.6","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","1.6","1.6","604 Dimeo Lane","95060","California","Santa Cruz","Santa Cruz","-122.105556","36.973333","","Santa Cruz Energy LLC","Santa Cruz Energy","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","9.5","0","0","0","0","0","0","0","Solar","Solar","9.5","9.5","27304 I-25 E. Frontage Road","87507","New Mexico","Santa Fe","Santa Fe","-106.060859","35.587795","","PNM Resources","Santa Fe Solar Energy Center","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1.5","0","0","0","0","0","0","0","Solar","Solar","1.5","1.5","13220 Orden Drive","90670","California","Los Angeles","Santa Fe Springs","-118.044444","33.910833","","Golden Springs Development Company LLC","Santa Fe Springs Rooftop Solar BLDG H","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1.8","0","0","0","0","0","0","0","Solar","Solar","1.8","1.8","13300 Carmenita Road","90670","California","Los Angeles","Santa Fe Springs","-118.044444","33.910833","","Golden Springs Development Company LLC","Santa Fe Springs Rooftop Solar BLDG M","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","1.3","0","0","0","0","Hydroelectric","Hydroelectric","1.3","1.3","3838 Piru Canyon Road","93040","California","Ventura","Piru","-118.7511","34.461667","","United Water Conservation Dist","Santa Felicia Dam","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","1.1","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","1.1","1.1","1400 East Church Street","93454","California","Santa Barbara","Santa Maria","-120.4131","34.9508","","J&A-Santa Maria LLC","Santa Maria LFG Power Plant","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","45","0","0","0","0","Hydroelectric","Hydroelectric","45","45","Hwy 129","28771","North Carolina","Graham","Robbinsville","-83.863889","35.4475","","Brookfield Smoky Mountain Hydropower LLC","Santeetlah","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","10.5","0","0","0","0","0","0","0","Solar","Solar","10.5","10.5","6000 Shelly Drive SW","87151","New Mexico","Bernalillo","Albuquerque","-106.855498","35.029719","","PNM Resources","Santolina Solar Energy Center","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","88.3","0","0","0","0","0","6.2","0","0","0","0","Biomass","Biomass","94.5","94.5","2201 Avenue B","55720","Minnesota","Carlton","Cloquet","-92.4298","46.7243","","Sappi Cloquet LLC","Sappi Cloquet Mill","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","5","0","0","0","0","0","0","0","Solar","Solar","5","5","171 Brewer Road","27549","North Carolina","Franklin","Louisburg","-78.146944","36.139444","","Sarah Solar, LLC","Sarah Solar","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","4.8","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","4.8","4.8","4034 Knights Trail Road","34275","Florida","Sarasota","Nokomis","-82.387","27.203","","Landfill Energy Systems Florida","Sarasota County LFGTE Facility","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","9.3","0","0","0","0","Hydroelectric","Hydroelectric","9.3","9.3","100 East Sartell Street","56377","Minnesota","Benton","Sartell","-94.200786","45.617996","","Eagle Creek RE LLC","Sartell Dam","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","2","0","0","0","0","0","0","0","Solar","Solar","2","2","2401 Trenton Rd","27513","North Carolina","Wake","Cary","-78.7503","35.8136","","SAS Institute Inc","SAS Solar Farm","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","7.2","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","7.2","7.2","820 West Barre Road","43502","Ohio","Fulton","Archbold","-84.293549","41.515211","","Sauder Woodworking Co","Sauder Power Plant","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1","0","0","0","0","0","0","0","Solar","Solar","1","1","S3757 County Road Q","53968","Wisconsin","Vernon","Wonewoc","-90.3226","43.59591","","SoCore Energy LLC","Sauk DPC Solar","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","20.8","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","20.8","20.8","Burma Rd.","29808","South Carolina","Aiken","Aiken","-81.666666","33.283333","","Ameresco","Savannah River Site Biomass Cogen","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","22.4","0","0","0","0","0","0","0","0","Wind","Wind","22.4","22.4","5420 W Wicher Road","83623","Idaho","Elmore","Glenns Ferry","-115.393333","42.982222","","Idaho Winds LLC","Sawtooth Wind Project","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","1.6","0","0","0","0","Hydroelectric","Hydroelectric","1.6","1.6","15462 N. Saxon Falls Rd","54559","Wisconsin","Iron","Saxon","-90.3742","46.5392","","Northern States Power Co - Minnesota","Saxon Falls","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","1.9","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","1.9","1.9","52 McKillip Road","8001","New Jersey","Salem","Alloway","-75.376389","39.588889","","SC Landfill Energy LLC","SC Landfill Energy LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","1.6","0","0","0","0","Hydroelectric","Hydroelectric","1.6","1.6","Highway 45","55720","Minnesota","Carlton","Scanlon","-92.421733","46.709126","","ALLETE, Inc.","Scanlon","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1.5","0","0","0","0","0","0","0","Solar","Solar","1.5","1.5","4678 Duncan Road, Unit A","92371","California","San Bernardino","Phelan","-117.562778","34.473889","","SunEdison LLC","SCE-Snowline-Duncan Road (North)","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1","0","0","0","0","0","0","0","Solar","Solar","1","1","4678 Duncan Road, Unit B","92371","California","San Bernardino","Phelan","-117.562222","34.471389","","SunEdison LLC","SCE-Snowline-Duncan Road (South)","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1.5","0","0","0","0","0","0","0","Solar","Solar","1.5","1.5","8928 White Road, Unit B","92371","California","San Bernardino","Phelan","-117.47","34.415278","","SunEdison LLC","SCE-Snowline-White Rd (Central)","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1.5","0","0","0","0","0","0","0","Solar","Solar","1.5","1.5","8928 White Road, Unit A","92371","California","San Bernardino","Phelan","-117.469722","34.4175","","SunEdison LLC","SCE-Snowline-White Road (North)","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1.5","0","0","0","0","0","0","0","Solar","Solar","1.5","1.5","8928 White Road, Unit C","92371","California","San Bernardino","Phelan","-117.470833","34.413056","","SunEdison LLC","SCE-Snowline-White Road (South)","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","16","0","0","0","0","Hydroelectric","Hydroelectric","16","16","Chesnut Street","12154","New York","Rensselaer","Schaghticoke","-73.5989","42.8992","","Erie Boulevard Hydropower LP","Schaghticoke","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","5","0","0","0","0","0","0","0","Solar","Solar","5","5","193 Hilltop Drive","27831","North Carolina","Northampton","Garysburg","-77.566389","36.435556","","Heelstone Energy Holdings, LLC","Schell Solar Farm","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","50","0","0","0","0","0","0","0","21.2","0","100","Biomass","Coal","50","171.2","400 Gosling Rd.","3801","New Hampshire","Rockingham","Portsmouth","-70.7842","43.0978","","Public Service Co of NH","Schiller","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","42","0","0","0","0","Hydroelectric","Hydroelectric","42","42","6 School Street","12047","New York","Albany","Cohoes","-73.707983","42.78498","","Erie Boulevard Hydropower LP","School Street","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","4.5","0","0","0","0","Hydroelectric","Hydroelectric","4.5","4.5","1936 Memorial Drive","24541","Virginia","Pittsylvania","Danville","-79.432503","36.576778","","STS HydroPower Ltd-Schoolfield Dam","Schoolfield Dam","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","2","0","0","0","0","Hydroelectric","Hydroelectric","2","2","10-1/2 Broad Street","12871","New York","Saratoga","Schuylerville","-73.582107","43.096823","","Erie Boulevard Hydropower LP","Schuylerville","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","2.5","0","0","0","0","0","0","0","Solar","Solar","2.5","2.5","280 Driftway Rd","2066","Massachusetts","Plymouth","Scituate","-70.740556","42.1775","","Main Street Power","Scituate PV","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","1.5","0","0","0","0","0","0","0","0","Wind","Wind","1.5","1.5","161 Driftway","2066","Massachusetts","Plymouth","Scituate","-70.728467","42.175083","","Scituate Wind LLC","Scituate Wind","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","32.5","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","32.5","32.5","153 Main St.","95565","California","Humboldt","Scotia","-124.1014","40.4728","","Mendocino Forest Products","Scotia Co-gen Humboldt Redwood Company LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","2","0","0","0","0","Hydroelectric","Hydroelectric","2","2","695 Jerusalem Road","6280","Connecticut","Windham","Windham","-72.1221","41.6651","","FirstLight Power Resources Services LLC","Scotland Dam","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1.1","0","0","0","0","0","0","0","Solar","Solar","1.1","1.1","7700 S Maple Flats Rd","47449","Indiana","Greene","Newberry","-86.9473","38.9099","","Hoosier Energy R E C, Inc","Scotland Solar RES","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","1","0","0","0","0","Hydroelectric","Hydroelectric","1","1","Hwy 20 At Scotts Flat Rd/ Dam","95959","California","Nevada","Nevada City","-120.932508","39.272108","","Nevada Irrigation District","Scott Flat","United States"
