"Reference Period","Source Agency","Tidal (MW)","Biomass (MW)","Geothermal (MW)","Wind (MW)","Solar (MW)","Nuclear (MW)","Pumped-Storage Hydroelectric (MW)","Hydroelectric (MW)","Other Energy Source (MW)","Petroleum (MW)","Natural Gas (MW)","Coal (MW)","Primary Renewable Energy Source","Primary Energy Source","Total Renewable Capacity (MW)","Total Capacity (MW)","Address","Zip Code / Postal Code","State / Province / Territory","County","City (Site Name)","Longitude","Latitude","Operator Name","Owner Name (Company)","Facility Name","Country"
"201705","EIA-860, EIA-860M and EIA-923","0","3.2","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","3.2","3.2","600 W Silver Bell Road","48359","Michigan","Oakland","Orion","-83.263055","42.7225","","WM Renewable Energy LLC","Eagle Valley (MI)","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","12.6","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","12.6","12.6","10775 US Highway 6","81637","Colorado","Eagle","Gypsum","-106.943056","39.648056","","Eagle Valley Clean Energy LLC","Eagle Valley Clean Energy LLC Biomass","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","4.8","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","4.8","4.8","26488 C. R. 26","46517","Indiana","Elkhart","Elkhart","-85.975161","41.622942","","Wabash Valley Power Assn, Inc","Earthmovers LFGTE","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1.8","0","0","0","0","0","0","0","Solar","Solar","1.8","1.8","219 John Ringo Road","8551","New Jersey","Hunterdon","East Amwell Twp","-74.876373","40.443266","","NJR Clean Energy Ventures Corporation","East Amwell","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","2.2","0","0","0","0","Hydroelectric","Hydroelectric","2.2","2.2","29 Cannon Lane","5821","Vermont","Caledonia","Barnet","-72.035894","44.326335","","Green Mountain Power Corp","East Barnet","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","2","0","0","0","0","0","0","0","Solar","Solar","2","2","329 East Columbus Dr.","46312","Indiana","Lake","East Chicago","-87.469167","41.632222","","Lake County Solar LLC","East Chicago","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","2.4","0","0","0","0","Hydroelectric","Hydroelectric","2.4","2.4","2898 Highway 98","92250","California","Imperial","Holtville","-115.28245","32.699451","","Imperial Irrigation District","East Highline","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","61.4","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","61.4","61.4","50 Main Street","4462","Maine","Penobscot","Millinocket","-68.5756","45.6219","","HC-50 MAIN STREET, LLC","East Millinocket Mill","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","4","0","0","0","0","Hydroelectric","Hydroelectric","4","4","5 Island Street","13667","New York","St Lawrence","Norfolk","-74.9856","44.7989","","Erie Boulevard Hydropower LP","East Norfolk","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","4.5","0","0","0","0","0","0","0","Solar","Solar","4.5","4.5","300 Parsonage Hill Road","7078","New Jersey","Essex","Millburn Township","-74.335762","40.747582","","Marina Energy LLC","East Orange Solar","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","118.5","0","0","0","0","0","0","0","Solar","Solar","118.5","118.5","7220 Nevill Road","75792","Texas","Pecos","McCamey","-102.281744","31.000883","","Southern Power Co","East Pecos Solar","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","1.2","0","0","0","0","Hydroelectric","Hydroelectric","1.2","1.2","w/o Devonshire and Larwin","91311","California","Los Angeles","Chatsworth","-118.6242","34.2619","","Calleguas Mun Water District","East Portal Generator","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","3.2","0","0","0","0","Hydroelectric","Hydroelectric","3.2","3.2","Conger Avenue","97601","Oregon","Klamath","Klamath Falls","-121.795496","42.224847","","PacifiCorp","East Side","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","2","0","0","0","0","0","0","0","Solar","Solar","2","2","111 True Vine Rd","27534","North Carolina","Wayne","Goldsboro","-77.85","35.441667","","East Wayne Solar LLC","East Wayne Solar LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","3","0","0","0","0","0","0","0","0","Wind","Wind","3","3","5400 N Indian Canyon Drive","92262","California","Riverside","Palm Springs","-116.541515","33.890913","","Yavi Energy LLC","East Winds Project","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","3.8","0","0","0","0","0","0","0","2","0","0","Biomass","Biomass","3.8","5.8","30420 Revells Neck Road","21890","Maryland","Somerset","Westover","-75.704","38.159","","Maryland Environmental Service","Eastern Correctional Institute","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1.8","0","0","0","0","0","0","0","Solar","Solar","1.8","1.8","1316 Division St West","52778","Iowa","Muscatine","Wilton","-91.036295","41.596959","","Central Iowa Power Cooperative","Eastern Iowa Solar","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","3","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","3","3","Days Cove Road","21162","Maryland","Baltimore","White Marsh","-76.392006","39.389728","","Eastern Landfill Gas LLC","Eastern Landfill Gas LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","80","0","0","0","0","0","0","0","Solar","Solar","80","80","28495 Withams Road","23416","Virginia","Accomack","Oak Hall","-75.569556","37.943895","","Dominion Renewable Energy","Eastern Shore Solar, LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1.9","0","0","0","0","0","0","0","Solar","Solar","1.9","1.9","Oliver Street Landfill, 200 Ol","1027","Massachusetts","Hampshire","Easthampton","-72.701389","42.286944","","Ahana Renewables, LLC","Easthampton Landfill-City of Easthampton","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","6.4","0","0","0","0","Hydroelectric","Hydroelectric","6.4","6.4","N. Main St.","3235","New Hampshire","Merrimack","Franklin","-71.6579","43.447219","","Public Service Co of NH","Eastman Falls","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1.9","0","0","0","0","0","0","0","Solar","Solar","1.9","1.9","114 Prospect Street","2375","Massachusetts","Bristol","Easton","-71.092222","42.010278","","Ahana Renewables, LLC","Easton Landfill","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","5","0","0","0","0","0","0","0","Solar","Solar","5","5","3078 S Caledonia Road","28352","North Carolina","Scotland","Laurinburg","-79.463056","34.742222","","Eastover Farm, LLC","Eastover Farm","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","10.4","0","0","0","0","0","0","0","0","Wind","Wind","10.4","10.4","401 Lone Tree Street","56280","Minnesota","Murray","Porter","-95.9222","43.9358","","NRG Energy Gas & Wind Holdings Inc","Eastridge Wind Project","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","5.5","0","0","0","0","0","0","0","Solar","Solar","5.5","5.5","21280 594th Ave","56001","Minnesota","Blue Earth","Mankato","-93.916561","44.154526","","Enel Green Power NA, Inc.","Eastwood Solar","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","2.5","0","0","0","0","0","0","0","Solar","Solar","2.5","2.5","139 Walker Road","1464","Massachusetts","Middlesex","Shirley","-71.625","42.570556","","Citizens Enterprises Corporation","EBZ Solar","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","142.5","0","0","0","0","0","0","0","0","Wind","Wind","142.5","142.5","1081 Longshore Road","79720","Texas","Howard","Big Spring","-101.451385","32.100823","","E ON Climate Renewables N America LLC","EC&R Panther Creek Wind Farm I","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","115.5","0","0","0","0","0","0","0","0","Wind","Wind","115.5","115.5","904 N. McDonald Rd","79720","Texas","Glasscock","Big Spring","-101.2983","31.9361","","E ON Climate Renewables N America LLC","EC&R Panther Creek Wind Farm II","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","199.5","0","0","0","0","0","0","0","0","Wind","Wind","199.5","199.5","904 North McDonald Rd","79720","Texas","Sterling","Big Spring","-101.1167","31.9925","","E ON Climate Renewables N America LLC","EC&R Panther Creek Wind Farm III","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","180","0","0","0","0","0","0","0","0","Wind","Wind","180","180","5399 C.R. 3161","78390","Texas","San Patricio","Taft","-97.4586","27.9386","","E ON Climate Renewables N America LLC","EC&R Papalote Creek I LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","200.1","0","0","0","0","0","0","0","0","Wind","Wind","200.1","200.1","546 FM 631","78390","Texas","San Patricio","Taft","-97.2967","27.9958","","E ON Climate Renewables N America LLC","EC&R Papalote Creek II LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","4.4","0","0","0","0","Hydroelectric","Hydroelectric","4.4","4.4","3705 North Echo Dam Road","84024","Utah","Summit","Echo","-111.433937","40.964828","","City of Bountiful","Echo Dam","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","162","0","0","0","0","0","0","0","0","Wind","Wind","162","162","3222 Hereford Rd.","48731","Michigan","Huron","Elkton","-83.161389","43.8825","","DTE Electric Company","Echo Wind Park","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","200.1","0","0","0","0","0","0","0","0","Wind","Wind","200.1","200.1","106 Hillcrest St","50002","Iowa","Guthrie","Adair","-94.685004","41.554651","","MidAmerican Energy Co","Eclipse Wind Farm","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","100.5","0","0","0","0","0","0","0","0","Wind","Wind","100.5","100.5","9370 N Baker Rd","61048","Illinois","Stephenson","Lena","-89.878428","42.451481","","Acciona Wind Energy USA LLC","EcoGrove Wind LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","47.7","0","0","0","0","0","0","0","Solar","Solar","47.7","47.7","2252 Derby Road","28338","North Carolina","Richmond","Ellerbe","-79.636372","35.148503","","Sustainable Power Group, LLC","Eden Solar LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","4.8","0","0","0","0","Hydroelectric","Hydroelectric","4.8","4.8","6000 South M-30","48620","Michigan","Gladwin","Edenville","-84.3767","43.814","","Boyce Hydro Power LLC","Edenville","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","4.5","0","0","0","0","0","0","0","Solar","Solar","4.5","4.5","1999 Shirley Rd","1523","Massachusetts","Worcester","Lancaster","-71.665278","42.529167","","EDF Renewable Asset Holdings, Inc.","EDF Lancaster","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","15.5","0","0","0","0","0","0","0","0","Wind","Wind","15.5","15.5","6523 Montezuma Hills Road","94512","California","Solano","Birds Landing","-121.8333","38.1167","","EDF Renewable Asset Holdings, Inc.","EDF Renewable Windfarm V Inc","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","41.8","0","0","0","0","Hydroelectric","Hydroelectric","41.8","41.8","725 E. Portage Ave.","49783","Michigan","Chippewa","Sault Ste. Marie","-84.332","46.4974","","Cloverland Electric Co-op","Edison Sault","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","20","0","0","0","0","0","0","0","0","Wind","Wind","20","20","68580 Edom Hill Road","92235","California","Riverside","Cathedral City","-116.460278","33.881667","","AE Power Services LLC","Edom Hills Project 1 LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","293.1","351","0","0","0","0","Hydroelectric","Hydroelectric","644.1","644.1","460 Glen Dr.","95966","California","Butte","Oroville","-121.492188","39.542985","","California Dept. of  Water Resources","Edward C Hyatt","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","3","0","0","0","0","0","0","0","Solar","Solar","3","3","8 Draco Drive Building 8350, A","93524","California","Kern","Edwards","-117.9206","34.9077","","Ahana Renewables, LLC","Edwards Air Force Base","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","27.6","0","0","0","0","0","0","0","Solar","Solar","27.6","27.6","85-191 Ala Hema St","96792","Hawaii","Honolulu","Waianae","-158.187888","21.452002","","EE Waianae Solar Project LLC","EE Waianae Solar Project","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","2.5","0","0","0","0","Hydroelectric","Hydroelectric","2.5","2.5","87 Lee Drive","13670","New York","St Lawrence","Oswegatchie","-75.49052","44.638365","","Erie Boulevard Hydropower LP","Eel Weir","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","3","0","0","0","0","Hydroelectric","Hydroelectric","3","3","8410 Effley Falls Road","13327","New York","Lewis","Croghan","-75.277923","43.922831","","Erie Boulevard Hydropower LP","Effley","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","1","0","0","0","0","Hydroelectric","Hydroelectric","1","1","Route 127","3229","New Hampshire","Merrimack","West Hopkinton","-71.7483","43.1897","","Consolidated Hydro NH Inc","EHC West Hopkinton","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","3.9","0","0","0","0","0","0","0","Solar","Solar","3.9","3.9","30392 Quandam Lane","55012","Minnesota","Chisago","Center","-92.772538","45.382662","","WGL Energy Systems, Inc","Eichtens Solar","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","44.4","0","0","0","0","Hydroelectric","Hydroelectric","44.4","44.4","Mile 4 Old Glenn Hwy.","99645","Alaska","Matanuska Susitna","Palmer","-149.15009","61.475211","","Anchorage Municipal Light and Power","Eklutna Hydro Project","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","4.8","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","4.8","4.8","1020 West Cliff Road","55337","Minnesota","Dakota","Burnsville","-93.3094","44.7806","","WM Renewable Energy LLC","EKS Landfill","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","20","0","0","0","0","Hydroelectric","Hydroelectric","20","20","1000 Powerhouse Road","95667","California","El Dorado","Pollock Pines","-120.619152","38.793574","","El Dorado Irrigation District","El Dorado","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","2.6","0","0","0","0","Hydroelectric","Hydroelectric","2.6","2.6","Elk Lake Road","83654","Idaho","Idaho","New Meadows","-116.31577","45.217784","","Enel Green Power NA, Inc.","El Dorado Hydro Elk Creek","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","12.5","0","0","0","0","0","0","0","0","0","0","Biomass","Biomass","12.5","12.5","30 W Sandy Mush Rd","95340","California","Merced","El Nido","-120.4903","37.1867","","Merced Power LLC","El Nido Facility","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","8","0","0","0","0","Hydroelectric","Hydroelectric","8","8","112, 13 mi W of 84/64","87575","New Mexico","Rio Arriba","Tierra Amarilla","-106.73213","36.592775","","Los Alamos County","El Vado Dam","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","1","0","0","0","0","0","0","0","Solar","Solar","1","1","1301 Avenida Cesar Chavez","91754","California","Los Angeles","Los Angeles","-118.148056","34.040278","","MMA LA Power LP","ELACC Photovoltaic Power Facility","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","121.9","0","0","0","0","0","0","0","0","Wind","Wind","121.9","121.9","9919 Kay","79733","Texas","Howard","Forsan","-101.3986","32.1408","","Elbow Creek Wind Project LLC","Elbow Creek Wind Project LLC","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","102.5","0","0","0","0","Hydroelectric","Hydroelectric","102.5","102.5","Electric Road off Highway 49","95642","California","Amador","Jackson","-120.669901","38.330985","","Pacific Gas & Electric Co","Electra","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","230","0","0","0","0","0","0","0","0","Wind","Wind","230","230","13445 C R 134 East","76364","Texas","Wilbarger","Oklaunion","-99.118746","34.102943","","Electra Wind, LLC","Electra Wind Farm","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","22.8","0","0","0","0","Hydroelectric","Hydroelectric","22.8","22.8","19318 Electron Road","98360","Washington","Pierce","Orting","-122.174921","46.990967","","Electron Hydro LLC","Electron","United States"
"201705","EIA-860, EIA-860M and EIA-923","0","0","0","0","0","0","0","27.9","0","0","0","0","Hydroelectric","Hydroelectric","27.9","27.9","N/A","87901","New Mexico","Sierra","Truth or Consequence","-107.191973","33.153358","","U S Bureau of Reclamation","Elephant Butte","United States"
